CountyName,Year,loading_kgha,loading_kgha_fullarea,load_kg,flow_mm,months_available,mean_coverage_frac,min_coverage_frac,county_area_ha,FWMC_mgL,complete_year,load_tonnes,precipmm,mean_n_stations,NS,CN,MN,FN,GN,corng_ha,soy_ha,tile_ha,tile_frac,loading_kgha_lag1,loading_kgha_lag2,loading_kgha_lag3,NS_lag1,NS_lag2,NS_lag3,precipmm_lag1,precipmm_lag2,precipmm_lag3
Adair,2013,11.478463624569308,10.598561289823548,1564676.337556581,186.53223546399184,12,0.8401888140918569,0.7205458937803576,147631.01281104452,6.15360856852279,True,1564.676337556581,826.0,1.0,50.3,120.1,11.5,48.1,129.4,109900.0,103500.0,66536.044004,0.4506915094402328,4.2123025694479255,10.812741887494767,20.332548818294992,47.3,36.9,-17.3,811.4,819.7,1155.0
Adair,2014,14.59769230450072,13.484365998953509,1990710.6095403188,399.26408218451553,12,0.9085561971269992,0.7205458937803576,147631.01281104452,3.6561496402660523,True,1990.7106095403187,1425.3999999999999,1.0,29.5,101.2,13.8,84.5,170.0,104300.0,102700.0,66536.044004,0.4506915094402328,11.478463624569308,4.2123025694479255,10.812741887494767,50.3,47.3,36.9,826.0,811.4,819.7
Adair,2015,16.123812726153908,14.924975693821278,2203389.2778590573,460.1837554272041,12,0.9256480428857848,0.9256480428857848,147631.01281104452,3.503777031674147,True,2203.389277859057,1331.1,1.0,0.0,70.5,15.9,97.2,183.6,107400.0,106100.0,66536.044004,0.4506915094402328,14.59769230450072,11.478463624569308,4.2123025694479255,29.5,50.3,47.3,1425.3999999999999,826.0,811.4
Adair,2016,9.645393602202859,8.928239710742147,1318085.07111665,297.9000629003632,12,0.9256480428857848,0.9256480428857848,147631.01281104452,3.2377950874850585,True,1318.08507111665,961.2,1.0,3.6,74.7,18.1,107.1,196.3,113800.0,106700.0,66536.044004,0.4506915094402328,16.123812726153908,14.59769230450072,11.478463624569308,0.0,29.5,50.3,1331.1,1425.3999999999999,826.0
Adair,2017,7.2972339367094765,6.449008878378445,952073.7123424279,237.72513532368149,12,0.7984361546636745,0.014411831536741759,147631.01281104452,3.0696097519405,True,952.0737123424279,939.8,1.0,10.5,75.9,21.2,88.1,174.7,104100.0,109900.0,66536.044004,0.4506915094402328,9.645393602202859,16.123812726153908,14.59769230450072,3.6,0.0,29.5,961.2,1331.1,1425.3999999999999
Adair,2018,8.625849470775169,7.747050139507592,1143704.8583934496,326.6370068230675,12,0.8423315871787813,0.33605487261259626,147631.01281104452,2.6408059376589903,True,1143.7048583934495,1033.6,1.0,10.4,69.1,19.7,85.4,163.8,103100.0,105700.0,66536.044004,0.4506915094402328,7.2972339367094765,9.645393602202859,16.123812726153908,10.5,3.6,0.0,939.8,961.2,1331.1
Adair,2019,8.91995718151781,8.191197712364632,1209274.8144119019,441.0362613688925,12,0.8914643513682137,0.7205458937803576,147631.01281104452,2.0224997268551035,True,1209.2748144119018,1032.1,1.0,0.4,69.8,18.6,90.8,178.8,106300.0,100900.0,66536.044004,0.4506915094402328,8.625849470775169,7.2972339367094765,9.645393602202859,10.4,10.5,3.6,1033.6,939.8,961.2
Adams,2004,8.854371665186573,2.509040923029486,276412.2890536203,141.61069673411623,12,0.28336747291673764,0.28336747291673764,110166.51283625634,6.252614999706739,True,276.4122890536203,981.0999999999999,1.0,-11.7,58.3,15.5,85.7,171.2,63500.0,61800.0,48492.309322,0.4401728626381731,2.4043079674828767,1.1306557857802206,11.041238487932578,-12.2,-10.9,-4.8,685.0,668.1999999999999,860.1
Adams,2005,3.9986564247257426,1.1330891661368108,124828.48216583396,95.71811977803216,12,0.28336747291673764,0.28336747291673764,110166.51283625634,4.177533401197729,True,124.82848216583396,744.6,1.0,-3.4,61.7,16.5,83.1,164.7,64500.0,60700.0,48492.309322,0.4401728626381731,8.854371665186573,2.4043079674828767,1.1306557857802206,-11.7,-12.2,-10.9,981.0999999999999,685.0,668.1999999999999
Adams,2006,1.6652293508850504,0.471871832987076,51984.47434583853,45.35394187169968,12,0.28336747291673764,0.28336747291673764,110166.51283625634,3.6716309148954784,True,51.98447434583853,852.0,1.0,-3.0,59.4,17.4,70.3,150.1,63800.0,60800.0,48492.309322,0.4401728626381731,3.9986564247257426,8.854371665186573,2.4043079674828767,-3.4,-11.7,-12.2,744.6,981.0999999999999,685.0
Adams,2010,22.9462413707159,6.502218430157262,716326.7301500627,541.8954072196734,12,0.28336747291673764,0.28336747291673764,110166.51283625634,4.2344410129709695,True,716.3267301500628,1051.3,1.0,-14.4,45.1,16.7,76.2,152.4,69000.0,64200.0,48492.309322,0.4401728626381731,7.163553565157145,16.74867261879423,28.30566864213932,-10.2,-3.0,-4.7,852.1,1144.5,1165.5
Adams,2011,9.712411057105202,2.7521813771804817,303198.2250168591,229.00780321660562,12,0.28336747291673764,0.28336747291673764,110166.51283625634,4.24108302017935,True,303.1982250168591,752.1,1.0,39.8,104.5,16.3,74.7,155.7,71000.0,66800.0,48492.309322,0.4401728626381731,22.9462413707159,7.163553565157145,16.74867261879423,-14.4,-10.2,-3.0,1051.3,852.1,1144.5
Adams,2012,6.719398035310547,1.9040588407876418,209763.52272461908,145.9497773379419,12,0.28336747291673764,0.28336747291673764,110166.51283625634,4.603911124682296,True,209.76352272461907,758.5,1.0,52.4,105.1,15.8,58.9,127.4,71500.0,67800.0,48492.309322,0.4401728626381731,9.712411057105202,22.9462413707159,7.163553565157145,39.8,-14.4,-10.2,752.1,1051.3,852.1
